微博正文,发布时间,ip
5枚反舰导弹全部打偏，也门胡塞武装快艇扑向美国军舰。云中漫步艺术画廊#巴以冲突##以色列巴勒斯坦冲突#L云中漫步_原创诗画的微博视频,2024/1/5 16:17,广东
#巴以冲突#据X博主发帖：EventheCrowKnows（乌鸦也知道）#黄媒不会说的真相#L小凡好摄的微博视频,2024/1/1 17:43,重庆
悬挂利比里亚国旗运输船莱拉·诺福克号，在索马里海岸被劫持，印度海军陆战队突击队对这艘船发起行动，歼灭船上几名劫持者，商船船员全部安全获救。6日周六20：30，锵锵一人鸣直播，谈印军突击队夺船灭海盗！欢迎收看欢迎互动！#巴以冲突#岳刚的微博直播印军突击队夺船灭海盗,2024/1/6 13:49,四川
黎巴嫩哈马斯领导人遭暗杀身亡后，以色列已做好应对任何情况的准备黎巴嫩一名高级安全官员告诉法新社，萨利赫·阿尔-阿鲁里和他的保镖在以色列的一次袭击中丧生。哈马斯在10月7日发动了令人震惊的袭击后，以色列誓言要摧毁哈马斯。另一名安全官员证实了这一消息，而哈马斯电视台也报道说，以色列在黎巴嫩杀死了阿鲁里。以色列军方发言人丹尼尔·哈加里没有直接对这起暗杀事件发表评论，但事后表示，军方在所有领域，无论是防御还是进攻，都处于高度戒备状态。我们对任何情况都做好了充分准备。以色列此前曾宣布哈马斯指挥官和官员在战争期间在加沙死亡，但阿鲁里是被杀的最引人注目的人物，他的死亡是自敌对行动开始以来对黎巴嫩首都的首次袭击。这次袭击加剧了人们的普遍担忧，即持续近三个月的巴以冲突可能演变成一场更大范围的地区冲突。哈马斯表示，阿鲁里之死不会导致其失败，而其黎巴嫩盟友真主党则发誓，这起杀戮不会逃脱惩罚，称其为“对黎巴嫩的严重攻击......以及危险的事态发展”。黎巴嫩总理纳吉布·米卡提谴责了这起暗杀事件，并称其“目的是将黎巴嫩进一步拖入战争”。哈马斯领导人伊斯梅尔·哈尼亚死后表示，“其领导人为我们人民和国家的尊严而牺牲的运动将永远不会被击败”。（法国24台）#以军空袭致哈马斯领导人丧生##巴以冲突#,2024/1/3 17:58,吉林
#红海危机##巴以冲突#马士基不顾袭击返回红海航线根据这家全球航运巨头公布的航运时间表，数十艘马士基集装箱船将在未来几天和几周内通过红海和苏伊士运河。马士基周日表示，在悬挂新加坡国旗的马士基杭州号船只遭到胡塞枪击后，该公司将暂停在红海的作业48小时。美军击沉了3艘胡塞船只，造成10名船员死亡。总部位于也门的胡塞武装数月来一直在红海袭击国际船只，以抗议以色列在加沙的战争。,2024/1/2 15:02,河南
昨天一堆人在围观这个所谓的中国裔移民以色列，然后在以色列参军，又阵亡的故事。很吸引眼球。但是我查了一下国外的资料，尤其是以色列人自己发的资料，分析过程如下：发布了头条文章：《疑似华裔以色列士兵上前线的考证：血统可能出乎意料》#巴以冲突升级#O疑似华裔以色列士兵上前线的考证：血统可能出乎意料,2024/1/4 15:53,江苏
"85天以色列在加沙杀害了11,833名巴勒斯坦儿童。2024年，我们正在观看美国和以色列的种族灭绝直播，以色列希望加沙的人口减少到10万。#巴以冲突#",2024/1/1 17:42,上海
伊朗被炸后，要报仇的声音震天响。结果……雅青秋之韵云中漫步艺术画廊#巴以冲突#L云中漫步_原创诗画的微博视频,2024/1/6 13:43,广东
发布了头条文章：《韩在野党内斗升级？李在明遭刺杀，事关国会选举，尹锡悦下令彻查》自从2023年步入下半年以来，国际社会就一直不太平静，特别是临近年底的几个月里，先后出现了巴以冲突爆发、西方国家援乌热情衰退、红海航道危机等事件。O韩在野党内斗升级？李在明遭刺杀，事关国会选举，尹锡悦下令彻查,2024/1/3 17:51,陕西
收盘分析：2024年第一个交易日，行情略显“平淡”，成交量低迷。市场各类投资者依然处于观望的状态。今日盘面看非金属材料、煤炭加工、港口航运行业表现可圈可点，主要这些行业受到外因干扰（巴以冲突）导致各国对于能源安全迫切需求。调整方面半导体、医疗服务、饮料制造领跌，证券、房地产紧随其后深度调整。盘面上看大市值标的还在继续调整，延续了机构抱团瓦解的行情。虽然经历了茅指数、宁组合估值大幅的下杀，目前只能说有价值吸引力，下跌的幅度还有下跌的时间远没有调整至低估的情形，另外机构资金也还是集中在这两个指数标的上，一旦基金赎回依然存在风险。后面有春节长假行情波动大概率会减小，很多人等待的春季躁动行情可以更多关注低估值的标的（PB小于0.7、PEG小于1）。,2024/1/2 15:01,广东
铸成大错之所以开年第一篇就给大家来个堵心的话题，源自那次新年茶话会。几位多年不见的朋友，相约新年坐坐，一改以往作风，这次说好以茶代酒、以叙友谊、聊天讲故事为主。谈天论地之际，什么巴以冲突、台海局势、俄乌战争以及我们以前的陈芝麻烂谷子的，一些趣事糗闻轶事都翻出来，聊得不亦乐乎。说到天下大事，有人说：“俄乌战争主要是普京做得不对，他把世界搅得不得安宁，算是铸成大错了。”我接口说：“错就是钱啊！”霎时满屋的喧哗声戛然而止，都满脸疑惑的看向我。还好，有人反应灵敏迅速为我解围：“就是，俄罗斯打这两年仗，那可是是越打越富。因为它地大物博资源丰富，人家控制了能源、主导了能源价格，石油天然气价格飙升让他们赚得盆满钵满。”说完，还不忘满眼得意的看着我，意思是我够意识吧，我都像艾跃进为反人类的那些年洗白那样卖力为你圆谎了。我很鄙夷这种不懂装懂专会溜须拍马之徒，看也不看他一眼。望着刚才说俄乌战争的那位接着说：“错本来就是钱嘛，把错误二字放在一起，才是真的错误。现在的所谓错误只是它的引申义而已。”于是我又卖弄了一下成语典故，“错”本身的意思就是刀型货币。铸成大错这个成语说的是：唐朝末年，魏博节度使罗绍威整天担心他接手的卫队“魏博牙兵”会反对他，他心生一念来个“为捉虱子烧皮袄”，请他儿媳妇的父亲朱温帮忙，消灭自己的卫队。罗绍威还亲自到“魏博牙兵”的军械库搞破坏，把卫队的弓弦甲胄等作战用战备物资，毁坏殆尽。谁知罗绍威费尽心思把自己的卫队消灭了，可是他引狼入室后，不但自己有鸠巢雀占的悲哀、动辄得咎，活得像个孙子。朱温发动浮阳战役时，罗绍威被销去兵权后，还被迫为朱温供应粮草军需，自邺城至长芦五百里粮道，熙熙攘攘，人担畜负，不敢稍有怠慢。为此就有围绕罗绍威的两个成语“绍威伐木”、“铸成大错”。最后罗绍威后悔莫及，哀叹道“错错错，大错特错。合我六州四十三县之铁，不能造如此之错。”这是司马光的《资治通鉴》记载的。人家罗绍威本来的意思就是把我统治的这六州四十三县的铁，全部拿来用以铸钱，做出来一个大错刀币，也没有他引狼入室的错误大。只是我们现在都用引申义了，绝大多数人都不知道它的本来面目了罢了。我新年之际用《铸成大错》做标题，也不是想触大家的霉头，而是为了普及一下已经被多数人遗忘的、星星点点的知识而已。,2024/1/4 15:52,河南
#巴以冲突#针锋相对！在美英威胁打击也门胡塞武装的紧张局势下，伊朗海军护卫舰IRISAlborz进入红海。,2024/1/1 17:36,贵州
#巴以冲突#美国国务卿布林肯抵达土耳其，开启其最新中东之行的第一站半岛电视台高级政治分析师马尔万·比沙拉表示，为了在该地区保持相关性，美国寻求从战略上“点火”，然后将其扑灭。他说，美国“需要制造和制造麻烦，才能成为麻烦的解决者”。他补充道，布林肯现在是华盛顿已经挑起的问题的“救世主”。,2024/1/6 13:42,河南
【谁干的？李在明釜山遭刺杀，事关韩国会选举，尹锡悦下令追查到底】自从2023年步入下半年以来，国际社会就一直不太平静，特别是临近年底的几个月里，先后出现了巴以冲突爆发、西方国家援乌热情衰退、红海航道危机等事件。O网页链接,2024/1/3 17:51,陕西
这沙画画得非常标志，最后写了一行字把我笑死：“以色列的爸爸！”#巴以冲突#L林笛LD的微博视频,2024/1/2 14:59,上海
美国为何忌惮TiKtok？通过这次巴以冲突，就能看明白来源：微信视频号@桐芯说L炮兵杨昭友的微博视频,2024/1/1 17:35,安徽
#巴以冲突#以色列的战争伤亡情况：预计今年将有12500名士兵致残，以色列康复中心现在挤满了新入院的病人。,2024/1/6 13:39,河南
#巴以冲突#以色列士兵在约旦河西岸图勒凯尔姆市塔贝特医院附近拦住两名上班途中的护士，并对其二人进行身份检查。（来源:X原推特）L孤烟暮蝉的微博视频,2024/1/3 17:44,广东
以色列侵略者看来损失不小啊！以色列军方1月1日证实，他们将从加沙地带撤出数千名军人。巴以冲突打了快三个月，以色列除了屠杀了大量平民外，没看到杀死几个哈马斯成员，反观哈马斯武装，几乎天天都有硬核视频流出来。对于以色列这样的小国来说，最怕的就是这种游击战、持久战，因为它根本耗不起。战争的成本，正在加剧以色列人的痛感。对巴勒斯坦人民来说，虽然比以色列更痛苦，但不反抗的日子也没有好过到哪去，承受能力远高于以色列人。,2024/1/2 14:58,北京
